AIRLINE,DESTINATION_AIRPORT,ORIGIN_AIRPORT,MONTH,ELAPSED_TIME
AA,ABQ,CLT,7,213.6451612903226
AA,ABQ,CLT,8,221.06451612903226
AA,ABQ,CLT,9,217.33333333333334
AA,ABQ,DFW,1,107.04065040650407
AA,ABQ,DFW,2,111.71794871794872
AA,ABQ,DFW,3,105.26315789473684
AA,ABQ,DFW,4,108.56179775280899
AA,ABQ,DFW,5,109.02824858757062
AA,ABQ,DFW,6,103.51977401129943
AA,ABQ,DFW,7,104.7431693989071
AA,ABQ,DFW,8,105.13440860215054
AA,ABQ,DFW,9,105.92613636363636
AA,ABQ,DFW,11,112.9205298013245
AA,ABQ,DFW,12,110.45112781954887
AA,ALB,CLT,7,119.11290322580645
AA,ALB,CLT,8,116.94915254237289
AA,ALB,CLT,9,116.15
AA,ALB,CLT,11,117.5625
AA,ALB,CLT,12,114.58536585365853
AA,ANC,DFW,6,405.0740740740741
AA,ANC,DFW,7,401.83870967741933
AA,ANC,DFW,8,406.7741935483871
AA,ANC,DFW,9,406.2
AA,ANC,PHX,7,332.93333333333334
AA,ANC,PHX,8,339.03333333333336
AA,ANC,PHX,9,345.9
AA,ANC,PHX,11,359.51851851851853
AA,ANC,PHX,12,357.7741935483871
AA,ATL,CLT,7,75.01639344262296
AA,ATL,CLT,8,76.78389830508475
AA,ATL,CLT,9,73.91769547325103
AA,ATL,CLT,11,76.30869565217391
AA,ATL,CLT,12,76.92340425531916
AA,ATL,DFW,1,117.84341637010677
AA,ATL,DFW,2,119.79098360655738
AA,ATL,DFW,3,119.0551724137931
AA,ATL,DFW,4,122.31835205992509
AA,ATL,DFW,5,128.69921875
AA,ATL,DFW,6,132.464
AA,ATL,DFW,7,130.47104247104247
AA,ATL,DFW,8,127.10714285714286
AA,ATL,DFW,9,126.39676113360323
AA,ATL,DFW,11,121.43319838056681
AA,ATL,DFW,12,121.72881355932203
AA,ATL,LAX,3,257.4125
AA,ATL,LAX,4,251.93103448275863
AA,ATL,LAX,5,260.0246913580247
AA,ATL,LAX,6,263.8414634146341
AA,ATL,LAX,7,268.0
AA,ATL,LAX,8,262.49397590361446
AA,ATL,LAX,9,256.0128205128205
AA,ATL,LAX,11,243.22784810126583
AA,ATL,LAX,12,247.14285714285714
AA,ATL,MIA,1,119.90350877192982
AA,ATL,MIA,2,118.46236559139786
AA,ATL,MIA,3,118.01834862385321
AA,ATL,MIA,4,120.64197530864197
AA,ATL,MIA,5,115.2
AA,ATL,MIA,6,116.64035087719299
AA,ATL,MIA,7,115.79032258064517
AA,ATL,MIA,8,116.05263157894737
AA,ATL,MIA,9,113.3
AA,ATL,MIA,11,119.70967741935483
AA,ATL,MIA,12,114.55
AA,ATL,ORD,3,103.66666666666667
AA,ATL,ORD,4,113.03333333333333
AA,ATL,ORD,5,116.29032258064517
AA,ATL,ORD,6,124.16666666666667
AA,ATL,ORD,7,119.12903225806451
AA,ATL,ORD,8,112.83870967741936
AA,ATL,ORD,9,113.66666666666667
AA,ATL,ORD,11,110.97590361445783
AA,ATL,ORD,12,113.08695652173913
AA,ATL,PHL,7,130.3815028901734
AA,ATL,PHL,8,133.3918128654971
AA,ATL,PHL,9,137.95294117647057
AA,ATL,PHL,11,137.74242424242425
AA,ATL,PHL,12,136.93037974683546
AA,ATL,PHX,7,222.91525423728814
AA,ATL,PHX,8,223.38679245283018
AA,ATL,PHX,9,218.42857142857142
AA,ATL,PHX,11,206.5
AA,ATL,PHX,12,208.11881188118812
AA,AUS,CLT,7,161.86206896551724
AA,AUS,CLT,8,167.34285714285716
AA,AUS,CLT,9,162.9516129032258
AA,AUS,CLT,11,178.66265060240963
AA,AUS,CLT,12,176.78571428571428
AA,AUS,DFW,1,57.63170731707317
AA,AUS,DFW,2,57.988571428571426
AA,AUS,DFW,3,58.62469135802469
AA,AUS,DFW,4,58.85849056603774
AA,AUS,DFW,5,59.20754716981132
AA,AUS,DFW,6,55.976851851851855
AA,AUS,DFW,7,53.92307692307692
AA,AUS,DFW,8,54.10344827586207
AA,AUS,DFW,9,54.55288461538461
AA,AUS,DFW,11,61.41282051282051
AA,AUS,DFW,12,57.75252525252525
AA,AUS,JFK,1,253.96428571428572
AA,AUS,JFK,2,255.5
AA,AUS,JFK,3,257.55172413793105
AA,AUS,JFK,4,251.76666666666668
AA,AUS,JFK,5,247.06666666666666
AA,AUS,JFK,6,242.16666666666666
AA,AUS,JFK,7,236.63333333333333
AA,AUS,JFK,8,241.29032258064515
AA,AUS,JFK,9,234.31034482758622
AA,AUS,JFK,11,249.26666666666668
AA,AUS,JFK,12,255.32258064516128
AA,AUS,LAX,1,177.6578947368421
AA,AUS,LAX,2,174.10377358490567
AA,AUS,LAX,3,178.84552845528455
AA,AUS,LAX,4,172.48333333333332
AA,AUS,LAX,5,173.4090909090909
AA,AUS,LAX,6,178.3783783783784
AA,AUS,LAX,7,183.9059829059829
AA,AUS,LAX,8,182.18803418803418
AA,AUS,LAX,9,176.58490566037736
AA,AUS,LAX,11,169.97115384615384
AA,AUS,LAX,12,170.73626373626374
AA,AUS,MIA,3,184.92592592592592
AA,AUS,MIA,4,194.58620689655172
AA,AUS,MIA,5,179.40740740740742
AA,AUS,MIA,6,173.66666666666666
AA,AUS,MIA,7,169.05555555555554
AA,AUS,MIA,8,174.2
AA,AUS,MIA,9,175.28571428571428
AA,AUS,MIA,11,182.7391304347826
AA,AUS,MIA,12,190.4090909090909
AA,AUS,ORD,1,160.48837209302326
AA,AUS,ORD,2,162.37333333333333
AA,AUS,ORD,3,164.5340909090909
AA,AUS,ORD,4,165.0
AA,AUS,ORD,5,163.55737704918033
AA,AUS,ORD,6,158.04807692307693
AA,AUS,ORD,7,152.4
AA,AUS,ORD,8,151.64285714285714
AA,AUS,ORD,9,152.05102040816325
AA,AUS,ORD,11,168.2941176470588
AA,AUS,ORD,12,166.76666666666668
AA,AUS,PHL,7,213.72
AA,AUS,PHL,8,216.0731707317073
AA,AUS,PHL,9,209.9655172413793
AA,AUS,PHL,11,232.0
AA,AUS,PHX,7,140.26923076923077
AA,AUS,PHX,8,138.19230769230768
AA,AUS,PHX,9,137.84615384615384
AA,AUS,PHX,11,133.06896551724137
AA,AUS,PHX,12,132.58064516129033
AA,BDL,CLT,7,116.6829268292683
AA,BDL,CLT,8,114.3312101910828
AA,BDL,CLT,9,115.48366013071896
AA,BDL,CLT,11,112.27096774193548
AA,BDL,CLT,12,109.69426751592357
AA,BDL,DCA,9,77.0
AA,BDL,DCA,11,69.2
AA,BDL,DCA,12,69.25
AA,BDL,DFW,1,190.9655172413793
AA,BDL,DFW,2,193.27659574468086
AA,BDL,DFW,3,190.06666666666666
AA,BDL,DFW,4,199.01785714285714
AA,BDL,DFW,5,206.8909090909091
AA,BDL,DFW,6,210.32203389830508
AA,BDL,DFW,7,208.75806451612902
AA,BDL,DFW,8,206.73333333333332
AA,BDL,DFW,9,208.05357142857142
AA,BDL,DFW,11,195.38888888888889
AA,BDL,DFW,12,188.94545454545454
AA,BDL,MIA,1,179.85714285714286
AA,BDL,MIA,2,178.12
AA,BDL,MIA,3,181.25
AA,BDL,MIA,4,182.17021276595744
AA,BDL,MIA,5,182.05084745762713
AA,BDL,MIA,6,179.3030303030303
AA,BDL,MIA,7,183.6451612903226
AA,BDL,MIA,8,180.0
AA,BDL,MIA,9,179.23333333333332
AA,BDL,MIA,11,181.53846153846155
AA,BDL,MIA,12,178.28571428571428
AA,BDL,PHL,11,64.25
AA,BHM,DFW,1,91.32758620689656
AA,BHM,DFW,2,92.85416666666667
AA,BHM,DFW,3,94.43333333333334
AA,BHM,DFW,4,98.76086956521739
AA,BHM,DFW,5,99.22222222222223
AA,BNA,CLT,7,80.16814159292035
AA,BNA,CLT,8,78.73728813559322
AA,BNA,CLT,9,77.48818897637796
AA,BNA,CLT,11,82.8993288590604
AA,BNA,CLT,12,83.256
AA,BNA,DFW,1,98.49781659388647
AA,BNA,DFW,2,101.49171270718232
AA,BNA,DFW,3,99.35021097046413
AA,BNA,DFW,4,102.96385542168674
AA,BNA,DFW,5,107.1145038167939
AA,BNA,DFW,6,106.05490196078432
AA,BNA,DFW,7,104.32592592592593
AA,BNA,DFW,8,103.35227272727273
AA,BNA,DFW,9,102.84
AA,BNA,DFW,11,99.61660079051383
AA,BNA,DFW,12,98.54954954954955
AA,BNA,LAX,1,230.92592592592592
AA,BNA,LAX,2,225.40816326530611
AA,BNA,LAX,3,231.95081967213116
AA,BNA,LAX,4,229.48333333333332
AA,BNA,LAX,5,237.6290322580645
AA,BNA,LAX,6,243.12121212121212
AA,BNA,LAX,7,244.43333333333334
AA,BNA,LAX,8,243.43103448275863
AA,BNA,LAX,9,239.17777777777778
AA,BNA,LAX,11,226.32758620689654
AA,BNA,LAX,12,230.65753424657535
AA,BNA,MIA,1,147.4
AA,BOI,PHX,7,117.87912087912088
AA,BOI,PHX,8,122.12820512820512
AA,BOI,PHX,9,120.5625
AA,BOI,PHX,11,124.109375
AA,BOI,PHX,12,127.41935483870968
AA,BOS,CLT,7,130.07420494699647
AA,BOS,CLT,8,130.2491103202847
AA,BOS,CLT,9,130.1015625
AA,BOS,CLT,11,125.43798449612403
AA,BOS,CLT,12,122.96641791044776
AA,BOS,DCA,7,86.81206496519721
AA,BOS,DCA,8,88.05373831775701
AA,BOS,DCA,9,87.37837837837837
AA,BOS,DCA,11,85.03740648379052
AA,BOS,DCA,12,85.03892215568862
AA,BOS,DFW,1,201.82080924855492
AA,BOS,DFW,2,206.5581395348837
AA,BOS,DFW,3,202.1888888888889
AA,BOS,DFW,4,208.705
AA,BOS,DFW,5,218.54950495049505
AA,BOS,DFW,6,220.2
AA,BOS,DFW,7,218.6378600823045
AA,BOS,DFW,8,218.0794979079498
AA,BOS,DFW,9,217.9780701754386
AA,BOS,DFW,11,202.275
AA,BOS,DFW,12,199.95098039215685
AA,BOS,JFK,1,71.49565217391304
AA,BOS,JFK,2,74.71875
AA,BOS,JFK,3,71.98245614035088
AA,BOS,JFK,4,71.10169491525424
AA,BOS,JFK,5,70.39516129032258
AA,BOS,JFK,6,71.92436974789916
AA,BOS,JFK,7,73.32231404958678
AA,BOS,JFK,8,72.67479674796748
AA,BOS,JFK,9,70.68067226890756
AA,BOS,JFK,11,70.61344537815125
AA,BOS,JFK,12,72.41803278688525
AA,BOS,LAX,1,320.56976744186045
AA,BOS,LAX,2,317.78205128205127
AA,BOS,LAX,3,320.0982142857143
AA,BOS,LAX,4,323.7083333333333
AA,BOS,LAX,5,325.4201680672269
AA,BOS,LAX,6,329.39130434782606
AA,BOS,LAX,7,322.3732394366197
AA,BOS,LAX,8,328.2751677852349
AA,BOS,LAX,9,327.44055944055947
AA,BOS,LAX,11,309.43065693430657
AA,BOS,LAX,12,310.70212765957444
AA,BOS,LGA,7,69.87704918032787
AA,BOS,LGA,8,71.63687150837988
AA,BOS,LGA,9,70.86781609195403
AA,BOS,LGA,11,69.49342105263158
AA,BOS,LGA,12,67.73617021276596
AA,BOS,MIA,1,184.93564356435644
AA,BOS,MIA,2,188.66091954022988
AA,BOS,MIA,3,188.33953488372094
AA,BOS,MIA,4,191.1
AA,BOS,MIA,5,191.10138248847926
AA,BOS,MIA,6,189.73557692307693
AA,BOS,MIA,7,192.7037037037037
AA,BOS,MIA,8,192.65740740740742
AA,BOS,MIA,9,187.88
AA,BOS,MIA,11,186.54228855721394
AA,BOS,MIA,12,184.69767441860466
AA,BOS,ORD,1,126.82758620689656
AA,BOS,ORD,2,132.39226519337018
AA,BOS,ORD,3,124.3063829787234
AA,BOS,ORD,4,130.6030534351145
AA,BOS,ORD,5,132.6551724137931
AA,BOS,ORD,6,136.21985815602838
AA,BOS,ORD,7,135.26962457337885
AA,BOS,ORD,8,135.20136518771332
AA,BOS,ORD,9,137.13541666666666
AA,BOS,ORD,11,126.52189781021897
AA,BOS,ORD,12,125.6774193548387
AA,BOS,PHL,7,78.80672268907563
AA,BOS,PHL,8,78.2695652173913
AA,BOS,PHL,9,79.01891891891891
AA,BOS,PHL,11,75.5653409090909
AA,BOS,PHL,12,74.52348993288591
AA,BOS,PHX,7,290.76271186440675
AA,BOS,PHX,8,297.38317757009344
AA,BOS,PHX,9,298.76404494382024
AA,BOS,PHX,11,276.95652173913044
AA,BOS,PHX,12,274.95098039215685
AA,BUF,CLT,7,100.87068965517241
AA,BUF,CLT,8,100.10909090909091
AA,BUF,CLT,9,96.64485981308411
AA,BUF,CLT,11,96.7128712871287
AA,BUF,CLT,12,95.79611650485437
AA,BWI,CLT,7,86.88429752066116
AA,BWI,CLT,8,85.97925311203319
AA,BWI,CLT,9,88.264
AA,BWI,CLT,11,84.81818181818181
AA,BWI,CLT,12,83.36653386454184
AA,BWI,DFW,1,164.20689655172413
AA,BWI,DFW,2,165.01052631578946
AA,BWI,DFW,3,165.5625
AA,BWI,DFW,4,172.14383561643837
AA,BWI,DFW,5,180.02777777777777
AA,BWI,DFW,6,184.89333333333335
AA,BWI,DFW,7,179.9935064935065
AA,BWI,DFW,8,176.82191780821918
AA,BWI,DFW,9,181.31932773109244
AA,BWI,DFW,11,167.55963302752295
AA,BWI,DFW,12,166.01785714285714
AA,BWI,MIA,1,151.78571428571428
AA,BWI,MIA,2,151.40963855421685
AA,BWI,MIA,3,151.57777777777778
AA,BWI,MIA,4,152.64444444444445
AA,BWI,MIA,5,152.752688172043
AA,BWI,MIA,6,154.38053097345133
AA,BWI,MIA,7,153.65573770491804
AA,BWI,MIA,8,154.6694214876033
AA,BWI,MIA,9,156.20689655172413
AA,BWI,MIA,11,153.31645569620252
AA,BWI,MIA,12,150.0095238095238
AA,BWI,PHX,7,263.0449438202247
AA,BWI,PHX,8,262.5
AA,BWI,PHX,9,265.3703703703704
AA,BWI,PHX,11,245.52380952380952
AA,BWI,PHX,12,243.38571428571427
AA,CHS,CLT,9,58.82222222222222
AA,CHS,CLT,11,56.30909090909091
AA,CHS,CLT,12,54.63333333333333
AA,CHS,PHL,11,103.8
AA,CHS,PHL,12,104.16666666666667
AA,CLE,CLT,7,91.58620689655173
AA,CLE,CLT,8,90.36936936936937
AA,CLE,CLT,9,89.18018018018019
AA,CLE,CLT,11,89.22727272727273
AA,CLE,CLT,12,91.45945945945945
AA,CLE,DFW,1,147.5108695652174
AA,CLE,DFW,2,148.82608695652175
AA,CLE,DFW,3,145.7173913043478
AA,CLE,DFW,4,150.31932773109244
AA,CLE,DFW,5,155.45045045045046
AA,CLE,DFW,6,153.575
AA,CLE,DFW,7,151.41803278688525
AA,CLE,DFW,8,152.02459016393442
AA,CLE,DFW,9,151.69911504424778
AA,CLE,DFW,11,144.5952380952381
AA,CLE,DFW,12,144.5529411764706
AA,CLE,PHL,9,82.5
AA,CLE,PHX,7,222.04545454545453
AA,CLE,PHX,8,227.55555555555554
AA,CLE,PHX,9,228.30769230769232
AA,CLE,PHX,11,215.1
AA,CLE,PHX,12,215.75
AA,CLT,ABQ,7,192.74193548387098
AA,CLT,ABQ,8,193.19354838709677
AA,CLT,ABQ,9,192.14285714285714
AA,CLT,ALB,7,129.0983606557377
AA,CLT,ALB,8,128.73333333333332
AA,CLT,ALB,9,130.54237288135593
AA,CLT,ALB,11,133.45
AA,CLT,ALB,12,136.3170731707317
AA,CLT,ATL,7,75.97933884297521
AA,CLT,ATL,8,75.53164556962025
AA,CLT,ATL,9,75.8625
AA,CLT,ATL,11,73.06550218340611
AA,CLT,ATL,12,75.13191489361702
AA,CLT,AUS,7,161.17857142857142
AA,CLT,AUS,8,163.75
AA,CLT,AUS,9,157.0655737704918
AA,CLT,AUS,11,150.87951807228916
AA,CLT,AUS,12,154.57894736842104
AA,CLT,BDL,7,119.90243902439025
AA,CLT,BDL,8,122.1923076923077
AA,CLT,BDL,9,123.43506493506493
AA,CLT,BDL,11,126.48051948051948
AA,CLT,BDL,12,132.05095541401275
AA,CLT,BNA,7,78.65178571428571
AA,CLT,BNA,8,81.16101694915254
AA,CLT,BNA,9,88.80314960629921
AA,CLT,BNA,11,85.04697986577182
AA,CLT,BNA,12,83.712
AA,CLT,BOS,7,136.5281690140845
AA,CLT,BOS,8,140.06405693950177
AA,CLT,BOS,9,139.8862745098039
AA,CLT,BOS,11,143.60077519379846
AA,CLT,BOS,12,148.03358208955223
AA,CLT,BUF,7,105.76724137931035
AA,CLT,BUF,8,107.82727272727273
AA,CLT,BUF,9,111.55140186915888
AA,CLT,BUF,11,112.2871287128713
AA,CLT,BUF,12,117.0873786407767
AA,CLT,BWI,7,85.12345679012346
AA,CLT,BWI,8,85.29460580912863
AA,CLT,BWI,9,90.52
AA,CLT,BWI,11,91.06639004149378
AA,CLT,BWI,12,92.1774193548387
AA,CLT,CHS,9,61.022222222222226
AA,CLT,CHS,11,62.836363636363636
AA,CLT,CHS,12,63.46666666666667
AA,CLT,CLE,7,92.4695652173913
AA,CLT,CLE,8,94.84684684684684
AA,CLT,CLE,9,95.80909090909091
AA,CLT,CLE,11,95.45454545454545
AA,CLT,CLE,12,97.90666666666667
AA,CLT,DCA,7,86.97727272727273
AA,CLT,DCA,8,86.05
AA,CLT,DCA,9,88.60580912863071
AA,CLT,DCA,11,91.00851063829788
AA,CLT,DCA,12,91.59493670886076
AA,CLT,DEN,7,190.0923913043478
AA,CLT,DEN,8,190.6312849162011
AA,CLT,DEN,9,191.26415094339623
AA,CLT,DEN,11,183.78518518518518
AA,CLT,DEN,12,187.02836879432624
AA,CLT,DFW,1,132.6476683937824
AA,CLT,DFW,2,134.94193548387096
AA,CLT,DFW,3,136.28070175438597
AA,CLT,DFW,4,144.8913043478261
AA,CLT,DFW,5,149.95035460992906
AA,CLT,DFW,6,157.44755244755245
AA,CLT,DFW,7,153.08695652173913
AA,CLT,DFW,8,152.8794520547945
AA,CLT,DFW,9,152.6907514450867
AA,CLT,DFW,11,143.31014492753624
AA,CLT,DFW,12,143.90449438202248
AA,CLT,DTW,7,102.60975609756098
AA,CLT,DTW,8,103.26495726495726
AA,CLT,DTW,9,107.44311377245509
AA,CLT,DTW,11,107.93684210526315
AA,CLT,DTW,12,108.44680851063829
AA,CLT,EWR,7,108.74087591240875
AA,CLT,EWR,8,109.2059925093633
AA,CLT,EWR,9,108.24803149606299
AA,CLT,EWR,11,109.8069498069498
AA,CLT,EWR,12,114.45692883895131
AA,CLT,FLL,7,119.26635514018692
AA,CLT,FLL,8,118.71980676328502
AA,CLT,FLL,9,115.01546391752578
AA,CLT,FLL,11,116.69545454545455
AA,CLT,FLL,12,116.42222222222222
AA,CLT,GSO,7,48.0
AA,CLT,GSO,9,53.983333333333334
AA,CLT,GSO,11,54.627450980392155
AA,CLT,GSO,12,52.44827586206897
AA,CLT,IAD,7,75.33333333333333
AA,CLT,IAD,8,74.5
AA,CLT,IAH,1,132.51612903225808
AA,CLT,IAH,2,133.44444444444446
AA,CLT,IAH,3,134.19354838709677
AA,CLT,IAH,4,141.7
AA,CLT,IAH,5,145.26666666666668
AA,CLT,IAH,6,147.53333333333333
AA,CLT,IAH,7,149.0635593220339
AA,CLT,IAH,8,147.96929824561403
AA,CLT,IAH,9,147.23423423423424
AA,CLT,IAH,11,143.43
AA,CLT,IAH,12,144.26108374384236
AA,CLT,ILM,9,66.55319148936171
AA,CLT,ILM,11,65.28125
AA,CLT,ILM,12,66.53061224489795
AA,CLT,IND,7,93.8
AA,CLT,IND,8,97.44
AA,CLT,IND,9,100.27027027027027
AA,CLT,IND,11,97.07142857142857
AA,CLT,IND,12,102.13432835820896
AA,CLT,JAX,7,81.97802197802197
AA,CLT,JAX,8,81.70967741935483
AA,CLT,JAX,9,82.16304347826087
AA,CLT,JAX,11,82.1891891891892
AA,CLT,JAX,12,83.36040609137056
AA,CLT,JFK,1,127.70833333333333
AA,CLT,JFK,2,126.66666666666667
AA,CLT,JFK,3,124.67857142857143
AA,CLT,JFK,4,127.33333333333333
AA,CLT,JFK,5,120.3225806451613
AA,CLT,JFK,6,120.13333333333334
AA,CLT,JFK,7,120.13812154696133
AA,CLT,JFK,8,117.54748603351955
AA,CLT,JFK,9,119.0060606060606
AA,CLT,JFK,11,117.08484848484848
AA,CLT,JFK,12,122.3313953488372
AA,CLT,LAS,7,253.23026315789474
AA,CLT,LAS,8,255.04605263157896
AA,CLT,LAS,9,254.45323741007195
AA,CLT,LAS,11,242.8768115942029
AA,CLT,LAS,12,243.69724770642202
AA,CLT,LAX,7,288.80434782608694
AA,CLT,LAX,8,288.61538461538464
AA,CLT,LAX,9,285.7988505747126
AA,CLT,LAX,11,269.2189349112426
AA,CLT,LAX,12,272.9491525423729
AA,CLT,LGA,7,121.92307692307692
AA,CLT,LGA,8,121.28865979381443
AA,CLT,LGA,9,120.87108013937282
AA,CLT,LGA,11,123.91726618705036
AA,CLT,LGA,12,121.9057239057239
AA,CLT,MCI,7,132.45689655172413
AA,CLT,MCI,8,135.35344827586206
AA,CLT,MCI,9,134.61111111111111
AA,CLT,MCI,11,131.78846153846155
AA,CLT,MCI,12,133.53703703703704
AA,CLT,MCO,7,101.56272401433692
AA,CLT,MCO,8,101.2279411764706
AA,CLT,MCO,9,96.90513833992095
AA,CLT,MCO,11,98.13409961685824
AA,CLT,MCO,12,99.4888888888889
AA,CLT,MDT,11,93.93333333333334
AA,CLT,MDT,12,100.44444444444444
AA,CLT,MEM,7,100.24489795918367
AA,CLT,MEM,8,103.16216216216216
AA,CLT,MEM,9,102.2
AA,CLT,MEM,11,102.26785714285714
AA,CLT,MEM,12,100.53424657534246
AA,CLT,MIA,1,119.36507936507937
AA,CLT,MIA,2,120.37735849056604
AA,CLT,MIA,3,120.98387096774194
AA,CLT,MIA,4,120.76666666666667
AA,CLT,MIA,5,117.8225806451613
AA,CLT,MIA,6,119.57894736842105
AA,CLT,MIA,7,124.55839416058394
AA,CLT,MIA,8,125.18248175182482
AA,CLT,MIA,9,119.67169811320754
AA,CLT,MIA,11,122.61132075471698
AA,CLT,MIA,12,123.37867647058823
AA,CLT,MSP,7,146.35344827586206
AA,CLT,MSP,8,147.9217391304348
AA,CLT,MSP,9,153.3148148148148
AA,CLT,MSP,11,152.32110091743118
AA,CLT,MSP,12,162.01769911504425
AA,CLT,MSY,7,116.552
AA,CLT,MSY,8,113.40677966101696
AA,CLT,MSY,9,112.00757575757575
AA,CLT,MSY,11,108.96323529411765
AA,CLT,MSY,12,109.14814814814815
AA,CLT,ORD,1,102.94545454545455
AA,CLT,ORD,2,106.39583333333333
AA,CLT,ORD,3,102.921875
AA,CLT,ORD,4,106.71111111111111
AA,CLT,ORD,5,107.49450549450549
AA,CLT,ORD,6,116.49180327868852
AA,CLT,ORD,7,114.64765100671141
AA,CLT,ORD,8,116.22666666666667
AA,CLT,ORD,9,117.22569444444444
AA,CLT,ORD,11,113.96
AA,CLT,ORD,12,116.92446043165468
AA,CLT,ORF,7,74.84313725490196
AA,CLT,ORF,8,77.6
AA,CLT,ORF,9,78.32142857142857
AA,CLT,ORF,11,81.27358490566037
AA,CLT,ORF,12,81.00952380952381
AA,CLT,PBI,7,111.46280991735537
AA,CLT,PBI,8,110.46610169491525
AA,CLT,PBI,9,108.08695652173913
AA,CLT,PBI,11,111.0
AA,CLT,PBI,12,111.59638554216868
AA,CLT,PDX,7,278.1290322580645
AA,CLT,PDX,8,280.3225806451613
AA,CLT,PDX,9,283.68
AA,CLT,PDX,11,277.9
AA,CLT,PDX,12,278.35714285714283
AA,CLT,PHL,1,119.79310344827586
AA,CLT,PHL,2,119.03703703703704
AA,CLT,PHL,3,117.56666666666666
AA,CLT,PHL,4,116.8
AA,CLT,PHL,5,114.83333333333333
AA,CLT,PHL,7,101.95471698113208
AA,CLT,PHL,8,102.14615384615385
AA,CLT,PHL,9,107.11417322834646
AA,CLT,PHL,11,103.62835249042146
AA,CLT,PHL,12,104.67518248175182
AA,CLT,PHX,7,242.95272727272726
AA,CLT,PHX,8,242.5239852398524
AA,CLT,PHX,9,239.74583333333334
AA,CLT,PHX,11,226.36286919831224
AA,CLT,PHX,12,228.24609375
AA,CLT,PIT,7,84.40092165898618
AA,CLT,PIT,8,86.16267942583733
AA,CLT,PIT,9,87.56038647342996
AA,CLT,PIT,11,87.8829268292683
AA,CLT,PIT,12,90.75909090909092
AA,CLT,PVD,7,126.85897435897436
AA,CLT,PVD,8,126.1375
AA,CLT,PVD,9,128.9108910891089
AA,CLT,PVD,11,132.16363636363636
AA,CLT,PVD,12,137.13084112149534
AA,CLT,PWM,7,138.96875
AA,CLT,PWM,8,142.9
AA,CLT,PWM,9,143.5
AA,CLT,PWM,11,157.36666666666667
AA,CLT,PWM,12,165.51724137931035
AA,CLT,RDU,7,57.85806451612903
AA,CLT,RDU,8,58.38297872340426
AA,CLT,RDU,9,60.45652173913044
AA,CLT,RDU,11,61.802575107296136
AA,CLT,RDU,12,61.085470085470085
AA,CLT,RIC,7,73.31851851851852
AA,CLT,RIC,8,72.06299212598425
AA,CLT,RIC,9,72.73469387755102
AA,CLT,RIC,11,76.2015503875969
AA,CLT,RIC,12,79.1732283464567
AA,CLT,ROC,9,121.73170731707317
AA,CLT,ROC,11,117.66666666666667
AA,CLT,ROC,12,120.75862068965517
AA,CLT,RSW,7,112.76422764227642
AA,CLT,RSW,8,111.88793103448276
AA,CLT,RSW,9,108.50943396226415
AA,CLT,RSW,11,110.98795180722891
AA,CLT,RSW,12,111.58181818181818
AA,CLT,SAN,7,277.875
AA,CLT,SAN,8,280.91358024691357
AA,CLT,SAN,9,275.91379310344826
AA,CLT,SAN,11,258.0377358490566
AA,CLT,SAN,12,262.6111111111111
AA,CLT,SAT,7,165.57575757575756
AA,CLT,SAT,8,164.46875
AA,CLT,SAT,9,167.33333333333334
AA,CLT,SAT,11,160.12244897959184
AA,CLT,SAT,12,157.5
AA,CLT,SEA,7,295.5853658536585
AA,CLT,SEA,8,294.140350877193
AA,CLT,SEA,9,298.3975903614458
AA,CLT,SEA,11,287.8103448275862
AA,CLT,SEA,12,293.51428571428573
AA,CLT,SFO,7,296.0923913043478
AA,CLT,SFO,8,295.448087431694
AA,CLT,SFO,9,297.21084337349396
AA,CLT,SFO,11,285.71597633136093
AA,CLT,SFO,12,287.0701754385965
AA,CLT,SJU,7,222.69135802469137
AA,CLT,SJU,8,217.2295081967213
AA,CLT,SJU,9,221.7826086956522
AA,CLT,SJU,11,224.4390243902439
AA,CLT,SJU,12,224.14457831325302
AA,CLT,SLC,7,222.46666666666667
AA,CLT,SLC,8,226.1290322580645
AA,CLT,SLC,9,225.8846153846154
AA,CLT,SLC,11,222.33333333333334
AA,CLT,SLC,12,234.3125
AA,CLT,SMF,7,275.61290322580646
AA,CLT,SMF,8,276.25925925925924
AA,CLT,SMF,9,280.23809523809524
AA,CLT,SMF,11,280.5
AA,CLT,SMF,12,268.6923076923077
AA,CLT,STL,7,108.3452380952381
AA,CLT,STL,8,109.89024390243902
AA,CLT,STL,9,110.90588235294118
AA,CLT,STL,11,107.32967032967034
AA,CLT,STL,12,110.50515463917526
AA,CLT,STT,7,227.62857142857143
AA,CLT,STT,8,227.8421052631579
AA,CLT,STT,9,219.875
AA,CLT,STT,11,225.93548387096774
AA,CLT,STT,12,224.93939393939394
AA,CLT,STX,7,223.75
AA,CLT,STX,8,235.5
AA,CLT,STX,12,231.5
AA,CLT,SYR,7,118.3103448275862
AA,CLT,SYR,8,120.33333333333333
AA,CLT,SYR,9,122.57692307692308
AA,CLT,SYR,11,128.47169811320754
AA,CLT,SYR,12,133.94117647058823
AA,CLT,TPA,7,102.88278388278388
AA,CLT,TPA,8,102.25855513307985
AA,CLT,TPA,9,98.23045267489712
AA,CLT,TPA,11,99.41245136186771
AA,CLT,TPA,12,100.17164179104478
AA,CMH,DFW,1,136.96638655462183
AA,CMH,DFW,2,140.37755102040816
