AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ARRIVAL_DELAY
OO,DEN,FAT,11.0
B6,SLC,LGB,-4.0
DL,MIA,JFK,-14.0
OO,DEN,GTF,2.0
OO,DEN,TUS,12.0
B6,FLL,DCA,-10.0
B6,BOS,EWR,-23.0
EV,LCH,IAH,-28.0
NK,ATL,FLL,19.0
VX,BOS,SFO,-46.0
AA,LGA,CLT,-14.0
B6,CLE,BOS,-14.0
B6,MCO,SLC,-28.0
B6,RSW,BOS,5.0
DL,MCO,LGA,-29.0
DL,JFK,MIA,99.0
DL,JFK,MSY,44.0
MQ,DFW,CRP,10.0
HA,HNL,KOA,9.0
MQ,DFW,HOU,-16.0
EV,EWR,RIC,-20.0
OO,YUM,PHX,-35.0
OO,SFO,ONT,-11.0
WN,DAL,CMH,-3.0
WN,DAL,DCA,21.0
WN,DAL,HOU,61.0
WN,TPA,BUF,29.0
WN,HOU,DAL,16.0
WN,HOU,MDW,-27.0
WN,LAS,AUS,43.0
WN,MCO,PHL,-14.0
WN,MDW,BOS,-17.0
WN,SEA,OAK,-19.0
AA,DFW,SJC,35.0
AA,DFW,SLC,-24.0
AA,MIA,LGA,-5.0
AA,DCA,DFW,-3.0
AA,DFW,ORD,-6.0
B6,JFK,FLL,71.0
B6,JFK,LAX,-13.0
B6,SAV,JFK,-1.0
AS,LAX,SLC,-19.0
AA,ORD,FLL,4.0
AS,OTZ,OME,3.0
OO,LAX,SBP,-11.0
NK,PDX,LAS,-2.0
UA,DEN,BOI,-10.0
UA,DEN,PDX,-14.0
DL,ATL,RSW,-6.0
DL,ATL,BWI,-7.0
DL,ATL,ORD,-10.0
DL,JFK,SLC,4.0
DL,ATL,TPA,43.0
DL,ATL,DTW,25.0
DL,ATL,FLL,20.0
DL,ATL,JAX,-5.0
DL,ATL,MEM,-11.0
DL,ATL,SGF,-13.0
EV,ATL,SHV,30.0
F9,TPA,STL,-9.0
NK,LAX,DFW,-2.0
OO,LAX,PHX,-11.0
OO,ATL,FWA,-14.0
OO,DEN,SMF,8.0
UA,DEN,GEG,45.0
WN,DAL,ABQ,15.0
WN,DAL,SMF,47.0
WN,ATL,JAX,3.0
WN,AUS,ATL,-8.0
WN,BWI,PVD,7.0
WN,TPA,STL,-11.0
WN,LAS,SAN,-3.0
WN,LAX,SMF,-7.0
WN,MCO,ROC,-6.0
WN,MSY,DEN,-16.0
WN,RDU,ATL,-1.0
WN,SAN,ABQ,-3.0
AA,CLT,DFW,-8.0
AA,TPA,LAX,-10.0
AA,DFW,PDX,-37.0
AS,BRW,ANC,-3.0
HA,HNL,OGG,-9.0
UA,EWR,DEN,33.0
MQ,MLI,ORD,-6.0
UA,LAS,SFO,-6.0
UA,DEN,RNO,-8.0
F9,CID,DEN,-11.0
MQ,AZO,ORD,-23.0
MQ,TOL,ORD,-36.0
DL,ATL,DFW,0.0
EV,IAH,TUL,7.0
EV,ATL,OAJ,-14.0
F9,LAS,SFO,4.0
F9,MSY,DEN,9.0
OO,TUS,PHX,1.0
OO,BFL,PHX,-22.0
OO,IAH,CVG,-19.0
OO,DEN,LAR,12.0
OO,ORD,ASE,-8.0
UA,IAD,DEN,-19.0
UA,DEN,SNA,-20.0
UA,ORD,SFO,-17.0
UA,DEN,SJC,-12.0
UA,ORD,LGA,-39.0
UA,ORD,IAH,-13.0
WN,BWI,MHT,-18.0
WN,TPA,BNA,-9.0
WN,TPA,PVD,21.0
WN,JAX,HOU,-10.0
WN,MCO,PVD,-18.0
WN,MSY,DCA,-16.0
WN,PHX,MDW,-22.0
WN,PHX,SMF,12.0
WN,SFO,SAN,-14.0
AA,EGE,LAX,11.0
AA,MIA,CLT,-16.0
B6,FLL,SFO,-25.0
AA,DFW,ABQ,10.0
OO,DEN,BIL,22.0
UA,ORD,DTW,-21.0
B6,JFK,PHX,12.0
DL,ATL,MSP,-12.0
EV,ORD,TUL,34.0
EV,ORD,MSN,-11.0
EV,IAH,LIT,-7.0
NK,RSW,LBE,-14.0
NK,MSP,ORD,-24.0
OO,IAH,BTR,31.0
UA,DEN,LAS,23.0
UA,IAH,ORD,-21.0
EV,ORD,FSD,-9.0
EV,IAH,ECP,-18.0
EV,ORD,OKC,4.0
NK,MCI,LAX,4.0
OO,ORD,SBN,13.0
DL,ATL,AUS,-14.0
EV,AEX,IAH,-43.0
NK,IAH,DTW,38.0
UA,IAH,ATL,-12.0
UA,EWR,MIA,-14.0
DL,ATL,LAS,-14.0
DL,ATL,MCI,19.0
DL,ATL,ILM,-7.0
DL,ATL,BNA,43.0
DL,ATL,RDU,-12.0
DL,ATL,MIA,-8.0
EV,IAH,SHV,-10.0
EV,IAH,SAV,-7.0
EV,ATL,AGS,-7.0
F9,ORD,PHL,20.0
OO,ORD,MCI,6.0
UA,ORD,DCA,-24.0
UA,ORD,SAN,-3.0
UA,ORD,EWR,-22.0
UA,EWR,FLL,-11.0
OO,DEN,ONT,14.0
WN,CMH,DAL,18.0
WN,DAL,MDW,55.0
WN,ATL,MCO,-18.0
WN,AUS,LAS,4.0
WN,BNA,MSY,-12.0
WN,BWI,BOS,-4.0
WN,BWI,LAX,-11.0
WN,HOU,BNA,-15.0
WN,IAD,DEN,-9.0
WN,LAX,LAS,6.0
WN,MCI,DAL,-5.0
WN,MCO,HOU,-19.0
WN,OAK,SAN,24.0
AA,LAX,HNL,-19.0
AA,MIA,ATL,-6.0
B6,DTW,BOS,-9.0
EV,IAH,BHM,-6.0
EV,IAH,SDF,-7.0
MQ,FWA,ORD,-19.0
HA,KOA,HNL,13.0
OO,IAH,MSP,-30.0
UA,DEN,SAN,-13.0
UA,ORD,BZN,-34.0
AA,SJC,PHX,-25.0
AA,SMF,PHX,-10.0
MQ,FNT,ORD,31.0
MQ,DAY,ORD,-21.0
OO,SFO,SLC,-7.0
UA,DEN,PHX,13.0
OO,ORD,BOI,-38.0
B6,PBI,HPN,-16.0
DL,MSP,ATL,-19.0
OO,MSP,ORD,9.0
UA,IAH,FLL,-11.0
B6,MCO,LGA,31.0
DL,ATL,DCA,-11.0
DL,ATL,BOS,-5.0
DL,JFK,AUS,43.0
DL,ATL,CMH,-15.0
DL,MSP,BWI,-19.0
DL,ATL,ICT,-28.0
DL,ATL,DAB,-13.0
EV,IAH,MOB,-11.0
EV,MSP,RIC,-21.0
EV,ORD,ICT,2.0
EV,ORD,HSV,8.0
F9,RSW,CLE,-12.0
OO,SBA,PHX,-21.0
OO,IAH,PSP,-18.0
OO,DEN,JMS,-5.0
WN,BNA,DEN,0.0
WN,BWI,MCO,-9.0
WN,BWI,STL,-1.0
WN,LAS,SMF,-9.0
WN,PHX,BUR,0.0
WN,SAT,DEN,32.0
AA,DFW,LGA,-15.0
AA,MIA,PHL,-16.0
AA,DFW,SMF,5.0
AA,PHL,BOS,-8.0
AA,DFW,PHL,22.0
B6,FLL,LAS,2.0
B6,SJU,BOS,-1.0
EV,HRL,IAH,-15.0
UA,EWR,LAX,-9.0
UA,IAH,SJU,4.0
UA,IAH,SAN,12.0
B6,SFO,LGB,0.0
EV,BRO,IAH,-10.0
HA,HNL,ITO,-4.0
NK,TPA,DFW,-3.0
OO,MSP,DAY,-18.0
UA,ORD,LAX,-19.0
UA,ORD,SNA,34.0
UA,IAH,MEM,-12.0
OO,MSP,SBN,-30.0
UA,EWR,MSY,-13.0
DL,ATL,JAN,-7.0
OO,LAX,SAT,-23.0
B6,BOS,FLL,-5.0
DL,ATL,MSN,-19.0
DL,ATL,CLT,80.0
DL,ATL,PHL,12.0
DL,ATL,PDX,-36.0
DL,ATL,RIC,-12.0
DL,JFK,SJU,-20.0
DL,JFK,ATL,-9.0
DL,MSP,IND,-21.0
DL,FLL,JFK,12.0
EV,IAH,BNA,-6.0
F9,MIA,ATL,149.0
MQ,GRR,ORD,7.0
HA,ITO,HNL,5.0
OO,MSP,GFK,-6.0
UA,IAH,DFW,18.0
UA,RSW,CLE,5.0
UA,IAH,PBI,-11.0
UA,IAH,EWR,-27.0
WN,ATL,TPA,-13.0
WN,AUS,DEN,-17.0
WN,BUR,SMF,-8.0
WN,FLL,BWI,-3.0
WN,MDW,BWI,5.0
WN,OMA,DEN,24.0
AA,ORD,DCA,90.0
AA,LAX,DFW,-19.0
AA,TPA,MIA,2.0
AA,SAN,PHX,2.0
AA,ONT,PHX,-9.0
AS,SEA,HNL,-11.0
B6,CHS,JFK,5.0
B6,TPA,JFK,-9.0
AS,SFO,SEA,-22.0
AS,SEA,PSP,-3.0
OO,MSP,CID,-7.0
UA,ORD,SEA,-37.0
B6,SRQ,LGA,16.0
DL,ATL,CHO,-9.0
UA,EWR,IAH,-19.0
OO,MSP,BRD,-11.0
DL,ATL,COS,11.0
OO,LAX,PSP,-12.0
UA,EWR,MCO,77.0
DL,ATL,TLH,-10.0
DL,ATL,MCO,0.0
DL,LGA,FLL,-38.0
DL,ATL,ABQ,-13.0
DL,JFK,FLL,1.0
DL,JFK,LAX,-10.0
DL,ATL,EWR,-16.0
DL,ATL,MSY,-8.0
DL,ATL,SJU,-6.0
DL,MSP,BOS,-23.0
EV,IAH,CLE,-18.0
EV,ORD,XNA,-6.0
EV,IAH,PIA,-25.0
EV,IAH,MSY,1.0
EV,ATL,HOU,-11.0
OO,DEN,GCC,9.0
OO,ORD,COS,11.0
UA,IAH,AUS,-7.0
OO,ORD,SGF,-8.0
WN,DAL,MCI,-6.0
WN,DAL,MEM,18.0
WN,BWI,ALB,4.0
WN,CLT,BWI,-13.0
WN,LAS,OAK,-10.0
AA,DFW,TUS,1.0
AA,LAX,SFO,-20.0
AA,SNA,PHX,-8.0
AA,DCA,TPA,-2.0
AA,PBI,PHL,-3.0
AA,FLL,PHL,-1.0
AS,LAX,SEA,-18.0
AS,SAN,SEA,-9.0
DL,MSP,BIS,-19.0
HA,OGG,HNL,-7.0
B6,BOS,LAX,-25.0
UA,IAH,LAS,-7.0
B6,BOS,SEA,-12.0
F9,DEN,CVG,76.0
F9,MKE,DEN,-30.0
HA,LIH,HNL,3.0
NK,ATL,TPA,102.0
NK,PHL,LAS,52.0
OO,ORD,DLH,-4.0
OO,ORD,EAU,-31.0
OO,DEN,RKS,-16.0
OO,MSP,BJI,-30.0
UA,IAH,MCO,-3.0
OO,PHX,LAX,8.0
WN,DAL,TPA,8.0
WN,AUS,BNA,-15.0
WN,BNA,TPA,-11.0
WN,LAS,LAX,12.0
WN,LAS,ONT,1.0
WN,LAS,PHX,12.0
WN,MDW,LAX,-8.0
WN,MDW,SEA,-29.0
WN,MDW,SJC,-17.0
WN,MDW,SLC,0.0
WN,MDW,TUS,13.0
WN,SEA,SJC,-13.0
AA,RSW,PHL,-26.0
AA,DCA,MCO,-10.0
B6,TPA,BDL,6.0
AS,PDX,PHX,41.0
AS,PHX,SEA,-18.0
OO,MSP,MKE,-12.0
UA,IAH,SAT,-7.0
AA,MCO,MIA,13.0
B6,JFK,TPA,-8.0
DL,MSP,FAR,1.0
B6,FLL,JFK,49.0
B6,FLL,PIT,11.0
B6,SJU,MCO,6.0
DL,ATL,SJC,-4.0
DL,DTW,LGA,14.0
DL,DTW,JFK,-16.0
DL,DTW,ATL,-25.0
EV,DTW,CLE,-10.0
EV,DTW,TVC,-16.0
NK,DTW,LAS,-5.0
OO,BOI,SEA,-20.0
UA,ORD,DEN,7.0
VX,SFO,LAS,-18.0
WN,DAL,ELP,46.0
WN,LAS,BUR,22.0
WN,LAS,SJC,92.0
WN,LAS,SLC,-5.0
WN,LAS,TUS,5.0
WN,MDW,DAL,5.0
WN,MDW,FLL,-20.0
WN,MDW,MHT,-17.0
WN,MDW,PDX,9.0
WN,MDW,RSW,-9.0
AA,ORD,LGA,-32.0
AA,LGA,DFW,-18.0
AA,PHX,ORD,-30.0
AA,LAS,PHX,-3.0
B6,JAX,FLL,71.0
B6,BOS,DEN,17.0
B6,SJU,FLL,109.0
B6,LGA,FLL,-11.0
AS,ORD,SEA,-51.0
AS,SNA,SEA,-33.0
AS,SEA,BUR,-9.0
AS,LAX,PDX,-22.0
DL,ATL,IND,-12.0
OO,MSP,RHI,-9.0
B6,PBI,EWR,3.0
HA,HNL,LIH,16.0
OO,DEN,PSC,-18.0
DL,ATL,VPS,-12.0
DL,ATL,LGA,-20.0
DL,LAX,PDX,-27.0
DL,MCO,JFK,-12.0
F9,ORD,ATL,-8.0
F9,DEN,LAX,1.0
NK,MSY,FLL,66.0
OO,PHX,PSP,-1.0
UA,EWR,SAN,1.0
WN,LAS,RNO,-4.0
WN,MDW,ATL,-1.0
WN,MDW,DEN,-5.0
WN,MDW,LAS,-4.0
WN,MDW,PHX,20.0
WN,MDW,SFO,-30.0
WN,PIT,MCO,13.0
AA,JFK,SJU,35.0
AA,IAH,MIA,53.0
AA,PHX,DTW,-29.0
AA,PHX,MCI,-10.0
AA,PHX,DSM,-12.0
AA,CLT,DCA,42.0
AA,CLT,DFW,-2.0
AA,CLT,BNA,-7.0
B6,JFK,RNO,-35.0
B6,JFK,SLC,-1.0
B6,LAS,SFO,-19.0
B6,LGA,PBI,-27.0
AS,SMF,SEA,-23.0
DL,ATL,IAH,-14.0
DL,MSP,SMF,-22.0
OO,ORD,AUS,25.0
UA,IAH,SEA,2.0
OO,MSP,HIB,-23.0
B6,SJU,JFK,9.0
NK,ORD,MSP,-15.0
B6,SJU,ORD,-17.0
DL,ATL,BZN,-15.0
DL,MSP,MSN,-14.0
DL,DTW,MCO,-19.0
EV,DTW,ELM,-16.0
EV,ATL,MLU,-8.0
NK,LAS,MSY,101.0
OO,BOI,SFO,-6.0
OO,DTW,BGM,16.0
UA,LAX,SFO,-3.0
UA,IAH,BWI,-11.0
VX,LAX,LAS,-11.0
WN,ATL,BOS,-6.0
WN,BNA,CLE,-14.0
WN,MCO,BDL,0.0
WN,MDW,CHS,-13.0
AA,PHX,OMA,59.0
AA,PHX,IAH,-18.0
AA,PHX,STL,-15.0
AA,PHX,MKE,-26.0
AA,CLT,MCO,-11.0
AA,CLT,MSP,-7.0
AA,PHX,MSP,-4.0
AA,DFW,MCO,-1.0
B6,SJU,TPA,21.0
B6,JFK,LAS,-5.0
AS,SEA,SNA,-18.0
AS,DFW,SEA,-32.0
AA,CLT,MCI,-5.0
NK,ORD,DFW,23.0
NK,LAX,OAK,-1.0
DL,MSP,ABQ,-9.0
B6,BOS,RIC,-6.0
B6,MCO,EWR,-17.0
AA,CLT,ROC,-2.0
DL,DTW,MSN,3.0
F9,MSP,DEN,-6.0
NK,LGA,FLL,-28.0
NK,DTW,LAX,0.0
NK,BWI,ATL,-6.0
NK,LAS,PDX,12.0
NK,MSP,DFW,8.0
OO,PHX,GJT,-6.0
OO,DTW,PLN,-19.0
OO,ATL,SBN,-28.0
UA,HNL,IAH,-29.0
UA,SAN,SFO,-17.0
WN,DAL,DTW,-19.0
WN,DAL,PIT,-13.0
WN,ATL,HOU,-14.0
WN,STL,CMH,2.0
WN,STL,RDU,-10.0
WN,MCO,CAK,69.0
AA,DFW,DCA,-24.0
AA,CLT,PHX,-8.0
AA,PHX,DEN,2.0
AA,PHX,IND,-23.0
AA,PHX,LAX,-10.0
AA,PHX,DFW,31.0
AA,CLT,MEM,0.0
AA,CLT,ILM,-10.0
AA,IAD,LAX,-8.0
B6,PIT,BOS,-2.0
B6,RSW,JFK,-7.0
B6,BOS,RSW,-18.0
B6,JFK,MCO,17.0
B6,PBI,JFK,20.0
AS,SEA,ANC,-18.0
AS,SEA,FAI,-9.0
AS,SEA,LAX,-5.0
AS,SEA,SAN,-8.0
AS,PDX,SAN,-5.0
AS,SEA,LAS,-18.0
AS,LAS,SEA,-20.0
AS,LAS,PDX,2.0
AS,DEN,SEA,-13.0
AS,SEA,DEN,17.0
DL,ATL,PBI,-4.0
AA,ORD,MCO,17.0
OO,ORD,MKE,1.0
UA,IAH,RSW,-12.0
DL,DTW,PDX,-38.0
DL,ATL,LFT,-8.0
EV,EWR,CLE,-11.0
F9,LAS,DEN,11.0
NK,ATL,PHL,-5.0
OO,SEA,BIL,-8.0
UA,EWR,ATL,-13.0
AA,DFW,TUL,-14.0
AA,MIA,LGA,7.0
AA,MIA,SFO,-20.0
AA,CLT,PIT,-4.0
B6,RSW,BOS,-4.0
B6,JFK,SFO,-13.0
B6,DCA,RSW,94.0
AA,MIA,SLC,-20.0
DL,ATL,PVD,-12.0
DL,SEA,ANC,-15.0
EV,EWR,STL,1.0
EV,ORD,LNK,-3.0
F9,PHL,MCO,-44.0
F9,SFO,DEN,-45.0
HA,HNL,OGG,-7.0
MQ,ORD,CMH,-17.0
MQ,ORD,FAR,-17.0
MQ,ORD,BNA,4.0
NK,CLE,LAS,2.0
OO,PDX,BOI,-4.0
OO,DTW,MKE,8.0
OO,SFO,PSC,-17.0
UA,EWR,ORD,-20.0
WN,BWI,ISP,-9.0
WN,FLL,ATL,9.0
WN,PBI,ATL,-18.0
WN,RSW,IND,9.0
AA,LGA,MIA,-11.0
AA,LAX,AUS,-18.0
AA,CLT,SAN,11.0
AA,DCA,JAX,-18.0
AA,CLT,TPA,6.0
AA,CLT,JAX,-10.0
AA,BOS,DCA,-7.0
AA,SFO,LAX,4.0
B6,JFK,FLL,91.0
B6,JFK,ABQ,11.0
B6,BDL,MCO,-30.0
B6,DCA,BOS,-25.0
B6,BOS,MCO,-16.0
UA,ORD,RSW,-8.0
UA,SFO,SEA,120.0
MQ,ORD,DBQ,-13.0
OO,DTW,FWA,-1.0
OO,DTW,SBN,-3.0
UA,EWR,SJU,-3.0
HA,HNL,KOA,-12.0
MQ,ORD,SGF,5.0
MQ,ORD,XNA,-12.0
OO,DTW,ESC,-27.0
AA,MIA,BDL,7.0
EV,DFW,TYS,-23.0
DL,ATL,PHX,-3.0
EV,DFW,BTR,3.0
F9,TPA,DEN,-23.0
MQ,DFW,CVG,-3.0
MQ,DFW,XNA,60.0
MQ,DFW,ABI,-3.0
NK,FLL,DTW,14.0
NK,FLL,MCO,-7.0
NK,FLL,LAS,-15.0
NK,DEN,DTW,17.0
UA,DEN,SFO,10.0
UA,EWR,SFO,-19.0
WN,BWI,FLL,-17.0
WN,BWI,RSW,-22.0
WN,BWI,TPA,-11.0
WN,FLL,SJU,31.0
WN,HOU,FLL,5.0
WN,HOU,JAX,17.0
WN,HOU,OAK,-7.0
WN,MDW,HOU,3.0
WN,RSW,ATL,27.0
AA,DFW,ELP,10.0
AA,AUS,LAX,44.0
AA,DFW,RIC,9.0
AA,ORD,SNA,-8.0
AA,DFW,AUS,2.0
AA,CLT,ORD,-19.0
B6,CLT,JFK,17.0
B6,MCO,BUF,38.0
B6,BOS,JFK,-9.0
B6,MCO,SYR,149.0
AA,ORD,SLC,-17.0
UA,MSY,LAX,-2.0
OO,EUG,SFO,-14.0
AA,ORD,TUL,4.0
NK,ACY,FLL,-9.0
OO,DTW,CIU,3.0
UA,SFO,PDX,-9.0
AA,MCO,LAX,20.0
EV,IAH,ORF,-29.0
OO,SFO,PHX,-14.0
AA,MIA,IAH,2.0
AA,MIA,BWI,-19.0
AA,MIA,DCA,6.0
MQ,DFW,GSP,-14.0
MQ,ORD,ALO,19.0
MQ,DFW,FWA,15.0
MQ,DFW,COU,13.0
NK,FLL,MYR,-8.0
NK,FLL,DEN,-11.0
OO,ATL,GRB,-11.0
WN,DEN,MSY,-22.0
WN,BNA,PNS,-13.0
WN,BWI,LIT,41.0
WN,BWI,MSY,-15.0
WN,STL,EWR,-31.0
WN,STL,PHL,-7.0
WN,TUL,DEN,-11.0
WN,DEN,SAT,2.0
WN,DTW,STL,3.0
WN,HOU,BHM,0.0
WN,SJU,MCO,-22.0
AA,ORD,STL,-11.0
AA,DFW,FLL,-17.0
AA,CLT,JFK,1.0
AA,DFW,MFE,-3.0
AA,DFW,PBI,-12.0
AA,DFW,CLE,-30.0
AA,DFW,RDU,-22.0
AA,DFW,BOS,-46.0
AA,CLT,PHL,-8.0
AA,CLT,MIA,-5.0
AA,CLT,EWR,-21.0
AS,JNU,SEA,-25.0
AS,PDX,SJC,-9.0
MQ,ORD,MHK,2.0
NK,FLL,LGA,-15.0
UA,ORD,PHX,6.0
UA,EWR,LAS,41.0
OO,RNO,LAX,-27.0
OO,SFO,SNA,-8.0
AA,DFW,MSY,-20.0
DL,DTW,MIA,-19.0
EV,IAH,GPT,-17.0
HA,OGG,HNL,-10.0
HA,ITO,HNL,-8.0
MQ,DFW,JAN,34.0
MQ,MIA,CVG,-2.0
AA,MIA,IAD,-4.0
AA,MIA,DEN,-9.0
AA,DFW,MIA,-5.0
DL,ATL,SNA,-4.0
EV,DFW,MLU,-16.0
F9,DTW,DEN,-27.0
MQ,ORD,BMI,19.0
MQ,DFW,MGM,23.0
MQ,DFW,GRI,-11.0
MQ,ORD,MLI,-12.0
MQ,ORD,CID,4.0
MQ,DFW,SGF,2.0
OO,PHX,SFO,-17.0
OO,RDM,SFO,-24.0
WN,STL,DTW,-16.0
WN,DEN,STL,-2.0
WN,DEN,TUL,17.0
WN,HOU,CLT,-22.0
WN,HOU,TPA,-10.0
AA,MIA,DFW,0.0
AA,DFW,STL,-24.0
AA,DFW,MKE,-24.0
AA,DFW,CMH,-23.0
AA,DFW,PHL,-30.0
AA,DFW,RSW,-20.0
AA,DFW,PHX,2.0
AA,CLT,RSW,22.0
AA,CLT,LAX,-12.0
AA,CLT,ORF,-13.0
AA,PHL,BOS,-19.0
B6,BOS,DTW,52.0
B6,BOS,BWI,-8.0
B6,LGB,OAK,14.0
B6,LGB,SMF,-3.0
B6,FLL,LGA,27.0
HA,KOA,HNL,9.0
MQ,ORD,TVC,98.0
MQ,ORD,CWA,-12.0
B6,BOS,TPA,25.0
MQ,ORD,CMI,-6.0
AA,MIA,MCO,-2.0
AA,MIA,MSP,12.0
AA,MIA,BOS,9.0
AA,MIA,LAS,1.0
EV,DFW,PIA,-12.0
MQ,DFW,MOB,8.0
MQ,ORD,DSM,0.0
EV,DFW,SHV,24.0
MQ,DFW,MHK,-23.0
NK,LAS,LAX,-2.0
UA,EWR,BOS,-17.0
WN,LAS,SEA,1.0
WN,MCO,MDW,-7.0
AA,DFW,ORD,-41.0
AA,ORD,LAX,5.0
AA,DFW,EWR,-34.0
AA,DCA,MIA,103.0
AA,DFW,BNA,29.0
AA,CLT,FLL,-6.0
AA,PHL,LAS,-3.0
AA,CLT,SFO,-11.0
AA,SLC,PHX,-9.0
AA,DFW,CLT,-19.0
AA,CLT,IAH,16.0
AA,CLT,BOS,-18.0
AA,CLT,BUF,-3.0
AA,CLT,BWI,-19.0
AA,CLT,LGA,-14.0
B6,FLL,SWF,12.0
AS,SEA,SJC,-10.0
AS,SEA,PHX,9.0
AS,SLC,PDX,-29.0
OO,LAX,SBA,-17.0
UA,SFO,SAN,-12.0
NK,DTW,RSW,-11.0
MQ,ORD,MSN,-11.0
MQ,ORD,COU,29.0
AA,MIA,SEA,-19.0
AA,MIA,TPA,30.0
AA,MIA,EWR,-3.0
EV,DFW,JLN,-18.0
EV,DFW,VPS,13.0
F9,DEN,STL,7.0
MQ,ORD,HSV,-7.0
MQ,DFW,GGG,-14.0
OO,ORD,ICT,-5.0
OO,SEA,BOI,-6.0
NK,FLL,DFW,-9.0
OO,SEA,MSO,-11.0
UA,IAH,MIA,-3.0
UA,SFO,LAS,-18.0
WN,CMH,MCO,0.0
WN,ATL,MCO,-7.0
WN,BWI,MCO,-15.0
WN,MCO,SJU,16.0
AA,DFW,DAY,-17.0
AA,ORD,TUS,-3.0
AA,DFW,SAT,-5.0
AA,ORD,MSP,-13.0
AA,DFW,IND,-23.0
AA,DFW,MCO,24.0
AA,PHL,LAX,7.0
AA,PHL,SAN,154.0
AS,SFO,SEA,4.0
AS,SFO,PDX,-15.0
UA,IAH,LAX,-22.0
UA,ANC,ORD,-20.0
DL,SJU,JFK,-16.0
MQ,ORD,GRB,-11.0
NK,MCO,DFW,232.0
B6,FLL,BOS,7.0
AA,MIA,JFK,15.0
B6,LGB,SFO,-4.0
B6,PBI,BOS,18.0
AS,OME,ANC,4.0
EV,DFW,GRK,-16.0
F9,DEN,DFW,0.0
OO,SFO,RDM,-13.0
OO,ORD,MKE,-11.0
WN,BWI,PBI,-12.0
WN,GRR,DEN,-10.0
WN,SAN,SFO,6.0
AA,DFW,IAH,-5.0
AA,CLT,ATL,-20.0
AA,PHL,SLC,-22.0
AA,CLT,SAT,-2.0
B6,JFK,JAX,-2.0
AA,DFW,DEN,-5.0
AS,SAN,SEA,-26.0
OO,SBP,LAX,-21.0
B6,JFK,DEN,0.0
B6,FLL,BDL,16.0
MQ,ORD,JAX,-25.0
MQ,ORD,ELP,31.0
UA,LAX,SFO,-16.0
B6,RDU,JFK,7.0
AS,KTN,JNU,-21.0
F9,MCO,PHL,15.0
F9,STL,LAS,-18.0
F9,IAH,LAS,-21.0
MQ,ORD,LSE,11.0
MQ,ORD,FAR,-12.0
NK,MCI,LAS,26.0
OO,SEA,SBA,-19.0
UA,LIH,DEN,-30.0
NK,FLL,BWI,29.0
WN,AUS,SAN,2.0
WN,BWI,BDL,-1.0
WN,BWI,MDW,29.0
WN,MDW,BDL,-22.0
WN,MDW,MEM,11.0
WN,MDW,ORF,-11.0
AA,MIA,LAX,2.0
AA,MIA,ORD,-9.0
AA,JFK,BOS,-19.0
AA,DFW,MSP,-10.0
AA,DFW,DTW,-20.0
AA,DFW,LAX,18.0
AA,CLT,STL,1.0
AA,PHL,ORD,-7.0
AA,PHL,RDU,86.0
AA,CLT,PVD,-6.0
B6,BOS,PBI,20.0
B6,DCA,MCO,20.0
B6,FLL,BWI,72.0
AS,PDX,LAX,-8.0
AA,ORD,BOS,-39.0
B6,MCO,PVD,-7.0
NK,SAN,DEN,2.0
OO,SLC,LAX,16.0
MQ,ORD,SUX,18.0
B6,SJU,JFK,-1.0
DL,ATL,BWI,-25.0
DL,ATL,LAX,6.0
EV,IAH,XNA,-21.0
F9,MSO,DEN,33.0
F9,CVG,LAS,-20.0
F9,DEN,IAH,21.0
HA,HNL,OGG,-6.0
NK,TPA,MSP,-16.0
UA,KOA,DEN,-50.0
NK,IAH,LAS,7.0
WN,ATL,SAT,-16.0
WN,BNA,PIT,-13.0
AA,DFW,OKC,-7.0
AA,ORD,PHX,-14.0
AA,PHL,JAX,-5.0
B6,MCO,HPN,67.0
B6,BOS,FLL,-4.0
AA,ORD,DFW,-22.0
B6,JFK,PDX,-13.0
DL,ATL,MSP,-25.0
DL,ATL,MDT,-19.0
B6,PBI,DCA,-13.0
EV,ATL,HPN,-8.0
HA,ITO,HNL,0.0
DL,ATL,FLL,-8.0
DL,ATL,MYR,-12.0
DL,ATL,RDU,-5.0
DL,ATL,JFK,-16.0
DL,ATL,ROA,8.0
NK,ORD,IAH,8.0
WN,BWI,MKE,2.0
WN,JAX,ATL,-2.0
AA,PHL,SFO,-18.0
AA,PHL,FLL,-1.0
AA,PHL,CLT,-12.0
B6,HPN,PBI,13.0
EV,MEI,PIB,-32.0
DL,ATL,AVP,-6.0
B6,JFK,PBI,-5.0
B6,MCO,JFK,-10.0
DL,ATL,SRQ,-14.0
DL,ATL,PNS,-2.0
DL,ATL,DEN,-21.0
EV,ATL,EWN,3.0
F9,MCO,TTN,-21.0
F9,LAX,MCO,-41.0
NK,ORD,ATL,6.0
NK,DFW,DTW,-11.0
OO,LAX,PHX,-12.0
UA,LAX,EWR,526.0
WN,DEN,BOI,-19.0
WN,DEN,ONT,-6.0
WN,ATL,AUS,9.0
WN,ATL,LGA,-25.0
WN,GSP,MDW,-15.0
WN,MCO,BHM,-1.0
WN,PHX,RNO,-14.0
WN,PHX,SMF,-5.0
AA,PHL,DFW,-24.0
AA,PHL,DEN,24.0
AA,PHX,ANC,-18.0
AA,PHL,PVD,8.0
B6,BUF,JFK,10.0
